comparison_a,comparison_b,control_type,correct,design,dimension,entropy,expected_label,expected_label_index,is_artificial_norm,is_borderline,logscore_cold,logscore_cool,logscore_hot,logscore_warm,margin,ordered_label_score,pair_id,pred_label,pred_label_index,predicate_family,prob_cold,prob_cool,prob_hot,prob_warm,prompt,scale_type,side,source,standard_type,target,type,unit,value
bath water,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7346509697643502,cold,0.0,False,False,-3.613697052001953,-5.216238021850586,-7.718398094177246,-6.006579399108887,1.6025409698486328,0.3311839230462862,temp-v1_2-p015-bath_water-vs-freezer_air,cold,0.0,warm_cold,0.7637989476608865,0.15381700662194397,0.012598824990003189,0.06978522072716631,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 15 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
bath water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9980325757634634,hot,3.0,False,False,-4.092259883880615,-5.428934574127197,-6.442526340484619,-3.508277416229248,-2.934248924255371,1.3122126547856106,temp-v1_2-p015-bath_water-vs-freezer_air,warm,2.0,warm_cold,0.31733670293944755,0.08337001183057384,0.03025607249507963,0.5690372127348989,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 15 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freshly served tea,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.8856303648287903,cold,0.0,False,False,-3.378056049346924,-4.5395379066467285,-6.2394022941589355,-5.806755542755127,1.1614818572998047,0.4531786496094752,temp-v1_2-p015-freshly_served_tea-vs-freezer_air,cold,0.0,warm_cold,0.6856993506191369,0.2146389705545164,0.039216321402265227,0.060445357424081594,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 15 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9980325757634634,hot,3.0,False,False,-4.092259883880615,-5.428934574127197,-6.442526340484619,-3.508277416229248,-2.934248924255371,1.3122126547856106,temp-v1_2-p015-freshly_served_tea-vs-freezer_air,warm,2.0,warm_cold,0.31733670293944755,0.08337001183057384,0.03025607249507963,0.5690372127348989,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 15 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
heated oven air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1868172722450672,cold,0.0,False,False,-3.7893824577331543,-4.837210178375244,-5.103280544281006,-5.263360500335693,1.0478277206420898,0.8737089435280686,temp-v1_2-p015-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.540984525567695,0.18972259034054945,0.1454005850040081,0.12389229908774745,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 15 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9980325757634634,hot,3.0,False,False,-4.092259883880615,-5.428934574127197,-6.442526340484619,-3.508277416229248,-2.934248924255371,1.3122126547856106,temp-v1_2-p015-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.31733670293944755,0.08337001183057384,0.03025607249507963,0.5690372127348989,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 15 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
room air,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2773062551242393,cool,1.0,False,False,-4.25067138671875,-4.497894287109375,-5.5650177001953125,-5.062900543212891,-0.247222900390625,0.9924472223038205,temp-v1_2-p015-room_air-vs-bath_water,cold,0.0,warm_cold,0.40104528644556797,0.3132029723454419,0.10774076754039853,0.17801097366859148,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 15 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
room air,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7346509697643502,cold,0.0,False,False,-3.613697052001953,-5.216238021850586,-7.718398094177246,-6.006579399108887,1.6025409698486328,0.3311839230462862,temp-v1_2-p015-room_air-vs-bath_water,cold,0.0,warm_cold,0.7637989476608865,0.15381700662194397,0.012598824990003189,0.06978522072716631,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 15 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freshly served tea,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.8856303648287903,cold,0.0,False,False,-3.378056049346924,-4.5395379066467285,-6.2394022941589355,-5.806755542755127,1.1614818572998047,0.4531786496094752,temp-v1_2-p015-freshly_served_tea-vs-room_air,cold,0.0,warm_cold,0.6856993506191369,0.2146389705545164,0.039216321402265227,0.060445357424081594,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 15 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
freshly served tea,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2773062551242393,cool,1.0,False,False,-4.25067138671875,-4.497894287109375,-5.5650177001953125,-5.062900543212891,-0.247222900390625,0.9924472223038205,temp-v1_2-p015-freshly_served_tea-vs-room_air,cold,0.0,warm_cold,0.40104528644556797,0.3132029723454419,0.10774076754039853,0.17801097366859148,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 15 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
room air,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2773062551242393,cool,1.0,False,False,-4.25067138671875,-4.497894287109375,-5.5650177001953125,-5.062900543212891,-0.247222900390625,0.9924472223038205,temp-v1_2-p015-room_air-vs-heated_oven_air,cold,0.0,warm_cold,0.40104528644556797,0.3132029723454419,0.10774076754039853,0.17801097366859148,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 15 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
room air,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1868172722450672,cold,0.0,False,False,-3.7893824577331543,-4.837210178375244,-5.103280544281006,-5.263360500335693,1.0478277206420898,0.8737089435280686,temp-v1_2-p015-room_air-vs-heated_oven_air,cold,0.0,warm_cold,0.540984525567695,0.18972259034054945,0.1454005850040081,0.12389229908774745,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 15 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
bath water,swimming-pool water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7346509697643502,cold,0.0,False,False,-3.613697052001953,-5.216238021850586,-7.718398094177246,-6.006579399108887,1.6025409698486328,0.3311839230462862,temp-v1_2-p015-bath_water-vs-swimming_pool_water,cold,0.0,warm_cold,0.7637989476608865,0.15381700662194397,0.012598824990003189,0.06978522072716631,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 15 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
bath water,swimming-pool water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9385902283779504,cool,1.0,False,False,-3.9893579483032227,-5.498798370361328,-6.530865669250488,-5.866786956787109,-1.5094404220581055,0.5253724217480672,temp-v1_2-p015-bath_water-vs-swimming_pool_water,cold,0.0,warm_cold,0.6883429874367368,0.15214694844316526,0.054205345064706194,0.10530471905539164,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 15 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
swimming-pool water,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9385902283779504,cool,1.0,False,False,-3.9893579483032227,-5.498798370361328,-6.530865669250488,-5.866786956787109,-1.5094404220581055,0.5253724217480672,temp-v1_2-p015-swimming_pool_water-vs-freshly_served_tea,cold,0.0,warm_cold,0.6883429874367368,0.15214694844316526,0.054205345064706194,0.10530471905539164,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 15 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
swimming-pool water,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.8856303648287903,cold,0.0,False,False,-3.378056049346924,-4.5395379066467285,-6.2394022941589355,-5.806755542755127,1.1614818572998047,0.4531786496094752,temp-v1_2-p015-swimming_pool_water-vs-freshly_served_tea,cold,0.0,warm_cold,0.6856993506191369,0.2146389705545164,0.039216321402265227,0.060445357424081594,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 15 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
swimming-pool water,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9385902283779504,cool,1.0,False,False,-3.9893579483032227,-5.498798370361328,-6.530865669250488,-5.866786956787109,-1.5094404220581055,0.5253724217480672,temp-v1_2-p015-swimming_pool_water-vs-heated_oven_air,cold,0.0,warm_cold,0.6883429874367368,0.15214694844316526,0.054205345064706194,0.10530471905539164,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 15 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
swimming-pool water,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.1868172722450672,cold,0.0,False,False,-3.7893824577331543,-4.837210178375244,-5.103280544281006,-5.263360500335693,1.0478277206420898,0.8737089435280686,temp-v1_2-p015-swimming_pool_water-vs-heated_oven_air,cold,0.0,warm_cold,0.540984525567695,0.18972259034054945,0.1454005850040081,0.12389229908774745,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 15 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,15 degrees Celsius,gradable_scalar,celsius,15
room air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.157825493172862,warm,2.0,False,False,-6.603523254394531,-5.71434211730957,-4.617635726928711,-4.568944931030273,0.0486907958984375,2.15529317007318,temp-v1_2-p025-room_air-vs-freezer_air,warm,2.0,warm_cold,0.0544434777514854,0.1324684090997816,0.3966485346759321,0.4164395784728008,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 25 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
room air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7610425591231099,hot,3.0,False,False,-5.3121538162231445,-6.121607780456543,-6.675799369812012,-3.58249568939209,-3.093303680419922,1.7017019943570308,temp-v1_2-p025-room_air-vs-freezer_air,warm,2.0,warm_cold,0.13624806640832635,0.060644156188301435,0.034842283361985124,0.7682654940413871,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
bath water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9860148561751427,cool,1.0,False,False,-4.13284158706665,-4.867828845977783,-7.819569110870361,-5.720826625823975,-0.7349872589111328,0.5637226678212918,temp-v1_2-p025-bath_water-vs-freezer_air,cold,0.0,warm_cold,0.5851709422450846,0.28059623631880803,0.014660788630269084,0.11957203280583825,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
bath water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7610425591231099,hot,3.0,False,False,-5.3121538162231445,-6.121607780456543,-6.675799369812012,-3.58249568939209,-3.093303680419922,1.7017019943570308,temp-v1_2-p025-bath_water-vs-freezer_air,warm,2.0,warm_cold,0.13624806640832635,0.060644156188301435,0.034842283361985124,0.7682654940413871,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
freshly served tea,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.137858788892053,cold,0.0,False,False,-3.921269416809082,-4.3689069747924805,-6.213251113891602,-5.177486419677734,0.44763755798339844,0.7465894804480926,temp-v1_2-p025-freshly_served_tea-vs-freezer_air,cold,0.0,warm_cold,0.49384389164604797,0.3156335536859426,0.04991081742613115,0.14061173724187825,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 25 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
freshly served tea,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7610425591231099,hot,3.0,False,False,-5.3121538162231445,-6.121607780456543,-6.675799369812012,-3.58249568939209,-3.093303680419922,1.7017019943570308,temp-v1_2-p025-freshly_served_tea-vs-freezer_air,warm,2.0,warm_cold,0.13624806640832635,0.060644156188301435,0.034842283361985124,0.7682654940413871,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
heated oven air,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2593426428015562,cold,0.0,False,False,-3.474976062774658,-3.984287738800049,-4.824887752532959,-4.489892482757568,0.5093116760253906,0.9464407879671197,temp-v1_2-p025-heated_oven_air-vs-freezer_air,cold,0.0,warm_cold,0.44992251450734133,0.2703625137369761,0.11664833071877845,0.16306664103690416,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 25 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
heated oven air,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7610425591231099,hot,3.0,False,False,-5.3121538162231445,-6.121607780456543,-6.675799369812012,-3.58249568939209,-3.093303680419922,1.7017019943570308,temp-v1_2-p025-heated_oven_air-vs-freezer_air,warm,2.0,warm_cold,0.13624806640832635,0.060644156188301435,0.034842283361985124,0.7682654940413871,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 25 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
bath water,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9860148561751427,cool,1.0,False,False,-4.13284158706665,-4.867828845977783,-7.819569110870361,-5.720826625823975,-0.7349872589111328,0.5637226678212918,temp-v1_2-p025-bath_water-vs-room_air,cold,0.0,warm_cold,0.5851709422450846,0.28059623631880803,0.014660788630269084,0.11957203280583825,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
bath water,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.157825493172862,warm,2.0,False,False,-6.603523254394531,-5.71434211730957,-4.617635726928711,-4.568944931030273,0.0486907958984375,2.15529317007318,temp-v1_2-p025-bath_water-vs-room_air,warm,2.0,warm_cold,0.0544434777514854,0.1324684090997816,0.3966485346759321,0.4164395784728008,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 25 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
freshly served tea,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.137858788892053,cold,0.0,False,False,-3.921269416809082,-4.3689069747924805,-6.213251113891602,-5.177486419677734,0.44763755798339844,0.7465894804480926,temp-v1_2-p025-freshly_served_tea-vs-room_air,cold,0.0,warm_cold,0.49384389164604797,0.3156335536859426,0.04991081742613115,0.14061173724187825,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 25 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
freshly served tea,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.157825493172862,warm,2.0,False,False,-6.603523254394531,-5.71434211730957,-4.617635726928711,-4.568944931030273,0.0486907958984375,2.15529317007318,temp-v1_2-p025-freshly_served_tea-vs-room_air,warm,2.0,warm_cold,0.0544434777514854,0.1324684090997816,0.3966485346759321,0.4164395784728008,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 25 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
heated oven air,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2593426428015562,cold,0.0,False,False,-3.474976062774658,-3.984287738800049,-4.824887752532959,-4.489892482757568,0.5093116760253906,0.9464407879671197,temp-v1_2-p025-heated_oven_air-vs-room_air,cold,0.0,warm_cold,0.44992251450734133,0.2703625137369761,0.11664833071877845,0.16306664103690416,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 25 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
heated oven air,room air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.157825493172862,warm,2.0,False,False,-6.603523254394531,-5.71434211730957,-4.617635726928711,-4.568944931030273,0.0486907958984375,2.15529317007318,temp-v1_2-p025-heated_oven_air-vs-room_air,warm,2.0,warm_cold,0.0544434777514854,0.1324684090997816,0.3966485346759321,0.4164395784728008,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 25 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
freshly served tea,bath water,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.137858788892053,cold,0.0,False,False,-3.921269416809082,-4.3689069747924805,-6.213251113891602,-5.177486419677734,0.44763755798339844,0.7465894804480926,temp-v1_2-p025-freshly_served_tea-vs-bath_water,cold,0.0,warm_cold,0.49384389164604797,0.3156335536859426,0.04991081742613115,0.14061173724187825,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 25 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
freshly served tea,bath water,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9860148561751427,cool,1.0,False,False,-4.13284158706665,-4.867828845977783,-7.819569110870361,-5.720826625823975,-0.7349872589111328,0.5637226678212918,temp-v1_2-p025-freshly_served_tea-vs-bath_water,cold,0.0,warm_cold,0.5851709422450846,0.28059623631880803,0.014660788630269084,0.11957203280583825,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
bath water,heated oven air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.9860148561751427,cool,1.0,False,False,-4.13284158706665,-4.867828845977783,-7.819569110870361,-5.720826625823975,-0.7349872589111328,0.5637226678212918,temp-v1_2-p025-bath_water-vs-heated_oven_air,cold,0.0,warm_cold,0.5851709422450846,0.28059623631880803,0.014660788630269084,0.11957203280583825,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 25 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
bath water,heated oven air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.2593426428015562,cold,0.0,False,False,-3.474976062774658,-3.984287738800049,-4.824887752532959,-4.489892482757568,0.5093116760253906,0.9464407879671197,temp-v1_2-p025-bath_water-vs-heated_oven_air,cold,0.0,warm_cold,0.44992251450734133,0.2703625137369761,0.11664833071877845,0.16306664103690416,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 25 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,25 degrees Celsius,gradable_scalar,celsius,25
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7507881037595878,hot,3.0,False,False,-5.301735877990723,-6.404504776000977,-6.538376808166504,-3.602766990661621,-2.935609817504883,1.7120711158904727,temp-v1_2-p035-freezer_air-vs-room_air,warm,2.0,warm_cold,0.141031497559922,0.046815500454075225,0.04094961146439232,0.7712033905216106,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
freezer air,room air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.229035967300897,warm,2.0,False,False,-6.2195048332214355,-6.064897060394287,-4.894189357757568,-4.945359706878662,-0.05117034912109375,2.062713950984111,temp-v1_2-p035-freezer_air-vs-room_air,hot,3.0,warm_cold,0.1051943291015337,0.12278282763133949,0.3958854368185179,0.37613740644860894,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 35 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
swimming-pool water,freezer air,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.0879224693020149,warm,2.0,False,False,-7.111809253692627,-8.196626663208008,-5.942309856414795,-5.6441264152526855,0.2981834411621094,2.099175653045359,temp-v1_2-p035-swimming_pool_water-vs-freezer_air,warm,2.0,warm_cold,0.11239096294339984,0.03798404198849392,0.36194162092065274,0.48768337414745344,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 35 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
swimming-pool water,freezer air,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7507881037595878,hot,3.0,False,False,-5.301735877990723,-6.404504776000977,-6.538376808166504,-3.602766990661621,-2.935609817504883,1.7120711158904727,temp-v1_2-p035-swimming_pool_water-vs-freezer_air,warm,2.0,warm_cold,0.141031497559922,0.046815500454075225,0.04094961146439232,0.7712033905216106,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
freezer air,freshly served tea,standard_explicit,0,same_scalar_different_explicit_standard_balanced_orientation,temperature,0.7507881037595878,hot,3.0,False,False,-5.301735877990723,-6.404504776000977,-6.538376808166504,-3.602766990661621,-2.935609817504883,1.7120711158904727,temp-v1_2-p035-freezer_air-vs-freshly_served_tea,warm,2.0,warm_cold,0.141031497559922,0.046815500454075225,0.04094961146439232,0.7712033905216106,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 35 degrees Celsius feels",relative_open_temperature,a,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
freezer air,freshly served tea,standard_explicit,1,same_scalar_different_explicit_standard_balanced_orientation,temperature,1.204278127141522,cold,0.0,False,False,-4.336840629577637,-5.129220962524414,-6.160123825073242,-5.280024528503418,0.7923803329467773,0.8564494387842788,temp-v1_2-p035-freezer_air-vs-freshly_served_tea,cold,0.0,warm_cold,0.49909002588375156,0.22597088400241633,0.08060037455419841,0.19433871555963364,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 35 degrees Celsius feels",relative_open_temperature,b,bierwisch_kennedy_temperature_v1_2,comparison_class_explicit,35 degrees Celsius,gradable_scalar,celsius,35
