comparison,correct,domain,entropy,expected_label,expected_label_index,ordered_score,pair_id,pred_label,pred_label_index,predictor,prob_cold,prob_cool,prob_hot,prob_huge,prob_large,prob_mass_in_label_order,prob_mature,prob_old,prob_small,prob_tiny,prob_warm,prob_young,prob_youthful,prompt,prompt_hash,side,standard,target,value
room air,1,temperature,1.157963085446332,hot,3.0,2.22439117719837,temp-v1_2-p045-freshly_served_tea-vs-room_air,hot,3.0,24.0,0.06993324174966498,0.12165093000228203,0.4859085906999822,,,1.0,,,,,0.3225072375480707,,,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",4d91a8c037233497,b,21.0,45 degrees Celsius,45.0
heated oven air,1,temperature,1.2720451349056154,cold,0.0,1.0020390491071356,temp-v1_2-p045-heated_oven_air-vs-room_air,cold,0.0,-135.0,0.3999514391378532,0.3311574109872257,0.13309933837006754,,,1.0,,,,,0.13579181150485362,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",dbf1b74d94896e01,a,180.0,45 degrees Celsius,45.0
room air,1,temperature,1.157963085446332,hot,3.0,2.22439117719837,temp-v1_2-p045-heated_oven_air-vs-room_air,hot,3.0,24.0,0.06993324174966498,0.12165093000228203,0.4859085906999822,,,1.0,,,,,0.3225072375480707,,,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 45 degrees Celsius feels",4d91a8c037233497,b,21.0,45 degrees Celsius,45.0
swimming-pool water,1,temperature,1.1554292415340373,warm,2.0,2.0333673472635487,temp-v1_2-p045-swimming_pool_water-vs-freshly_served_tea,warm,2.0,18.0,0.13120268878527874,0.05729072091259707,0.35306344574670345,,,1.0,,,,,0.45844314455542073,,,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",378e5419345d0236,a,27.0,45 degrees Celsius,45.0
freshly served tea,1,temperature,1.240036700664342,cold,0.0,0.9291030322169989,temp-v1_2-p045-swimming_pool_water-vs-freshly_served_tea,cold,0.0,-35.0,0.47208631662219513,0.22130967523848655,0.09458534069987548,,,1.0,,,,,0.2120186674394429,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",bf4e6e5026526e9f,b,80.0,45 degrees Celsius,45.0
heated oven air,1,temperature,1.2720451349056154,cold,0.0,1.0020390491071356,temp-v1_2-p045-heated_oven_air-vs-swimming_pool_water,cold,0.0,-135.0,0.3999514391378532,0.3311574109872257,0.13309933837006754,,,1.0,,,,,0.13579181150485362,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",dbf1b74d94896e01,a,180.0,45 degrees Celsius,45.0
swimming-pool water,1,temperature,1.1554292415340373,warm,2.0,2.0333673472635487,temp-v1_2-p045-heated_oven_air-vs-swimming_pool_water,warm,2.0,18.0,0.13120268878527874,0.05729072091259707,0.35306344574670345,,,1.0,,,,,0.45844314455542073,,,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 45 degrees Celsius feels",378e5419345d0236,b,27.0,45 degrees Celsius,45.0
bath water,1,temperature,1.1650767791748189,warm,2.0,1.8813618302607762,temp-v1_2-p045-bath_water-vs-freshly_served_tea,warm,2.0,7.0,0.13543176934849,0.08942508603166606,0.24165045498942195,,,1.0,,,,,0.5334926896304221,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",41ce5834e370eb8b,a,38.0,45 degrees Celsius,45.0
freshly served tea,1,temperature,1.240036700664342,cold,0.0,0.9291030322169989,temp-v1_2-p045-bath_water-vs-freshly_served_tea,cold,0.0,-35.0,0.47208631662219513,0.22130967523848655,0.09458534069987548,,,1.0,,,,,0.2120186674394429,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 45 degrees Celsius feels",bf4e6e5026526e9f,b,80.0,45 degrees Celsius,45.0
bath water,1,temperature,1.1650767791748189,warm,2.0,1.8813618302607762,temp-v1_2-p045-bath_water-vs-heated_oven_air,warm,2.0,7.0,0.13543176934849,0.08942508603166606,0.24165045498942195,,,1.0,,,,,0.5334926896304221,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 45 degrees Celsius feels",41ce5834e370eb8b,a,38.0,45 degrees Celsius,45.0
heated oven air,1,temperature,1.2720451349056154,cold,0.0,1.0020390491071356,temp-v1_2-p045-bath_water-vs-heated_oven_air,cold,0.0,-135.0,0.3999514391378532,0.3311574109872257,0.13309933837006754,,,1.0,,,,,0.13579181150485362,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 45 degrees Celsius feels",dbf1b74d94896e01,b,180.0,45 degrees Celsius,45.0
freezer air,0,temperature,0.6625617031793387,hot,3.0,1.8446746283836701,temp-v1_2-p055-freezer_air-vs-bath_water,warm,2.0,73.0,0.08352456881187983,0.04250095170977852,0.054224717717208375,,,1.0,,,,,0.8197497617611332,,,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 55 degrees Celsius feels",2a2615bbae9a162e,a,-18.0,55 degrees Celsius,55.0
bath water,1,temperature,1.1927729938675278,warm,2.0,1.839607309887378,temp-v1_2-p055-freezer_air-vs-bath_water,warm,2.0,17.0,0.128328268952897,0.12390444607914641,0.22016829387231843,,,1.0,,,,,0.5275989910956381,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",c34d5ecf30a43cef,b,38.0,55 degrees Celsius,55.0
freezer air,0,temperature,0.6625617031793387,hot,3.0,1.8446746283836701,temp-v1_2-p055-freezer_air-vs-freshly_served_tea,warm,2.0,73.0,0.08352456881187983,0.04250095170977852,0.054224717717208375,,,1.0,,,,,0.8197497617611332,,,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 55 degrees Celsius feels",2a2615bbae9a162e,a,-18.0,55 degrees Celsius,55.0
freshly served tea,1,temperature,1.1250807676326624,cold,0.0,0.7587382116536917,temp-v1_2-p055-freezer_air-vs-freshly_served_tea,cold,0.0,-25.0,0.45681425222831507,0.3767860657161009,0.049152781826422874,,,0.9999999999999999,,,,,0.11724690022916101,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",afc6001d1ade617a,b,80.0,55 degrees Celsius,55.0
heated oven air,1,temperature,1.2120168837654108,cold,0.0,0.8771487621117307,temp-v1_2-p055-heated_oven_air-vs-freezer_air,cold,0.0,-125.0,0.4394867876974474,0.34066069980250013,0.09678303730912556,,,1.0,,,,,0.12306947519092692,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",991abf4a1ce6d0d8,a,180.0,55 degrees Celsius,55.0
freezer air,0,temperature,0.6625617031793387,hot,3.0,1.8446746283836701,temp-v1_2-p055-heated_oven_air-vs-freezer_air,warm,2.0,73.0,0.08352456881187983,0.04250095170977852,0.054224717717208375,,,1.0,,,,,0.8197497617611332,,,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 55 degrees Celsius feels",2a2615bbae9a162e,b,-18.0,55 degrees Celsius,55.0
room air,0,temperature,1.2342839856191503,hot,3.0,1.9778941050920071,temp-v1_2-p055-room_air-vs-bath_water,warm,2.0,34.0,0.07470650047748163,0.1864397916482908,0.3137468976952611,,,1.0,,,,,0.42510681017896657,,,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 55 degrees Celsius feels",316a83b6059b815d,a,21.0,55 degrees Celsius,55.0
bath water,1,temperature,1.1927729938675278,warm,2.0,1.839607309887378,temp-v1_2-p055-room_air-vs-bath_water,warm,2.0,17.0,0.128328268952897,0.12390444607914641,0.22016829387231843,,,1.0,,,,,0.5275989910956381,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",c34d5ecf30a43cef,b,38.0,55 degrees Celsius,55.0
room air,0,temperature,1.2342839856191503,hot,3.0,1.9778941050920071,temp-v1_2-p055-room_air-vs-freshly_served_tea,warm,2.0,34.0,0.07470650047748163,0.1864397916482908,0.3137468976952611,,,1.0,,,,,0.42510681017896657,,,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 55 degrees Celsius feels",316a83b6059b815d,a,21.0,55 degrees Celsius,55.0
freshly served tea,1,temperature,1.1250807676326624,cold,0.0,0.7587382116536917,temp-v1_2-p055-room_air-vs-freshly_served_tea,cold,0.0,-25.0,0.45681425222831507,0.3767860657161009,0.049152781826422874,,,0.9999999999999999,,,,,0.11724690022916101,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",afc6001d1ade617a,b,80.0,55 degrees Celsius,55.0
room air,0,temperature,1.2342839856191503,hot,3.0,1.9778941050920071,temp-v1_2-p055-room_air-vs-heated_oven_air,warm,2.0,34.0,0.07470650047748163,0.1864397916482908,0.3137468976952611,,,1.0,,,,,0.42510681017896657,,,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 55 degrees Celsius feels",316a83b6059b815d,a,21.0,55 degrees Celsius,55.0
heated oven air,1,temperature,1.2120168837654108,cold,0.0,0.8771487621117307,temp-v1_2-p055-room_air-vs-heated_oven_air,cold,0.0,-125.0,0.4394867876974474,0.34066069980250013,0.09678303730912556,,,1.0,,,,,0.12306947519092692,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",991abf4a1ce6d0d8,b,180.0,55 degrees Celsius,55.0
bath water,1,temperature,1.1927729938675278,warm,2.0,1.839607309887378,temp-v1_2-p055-bath_water-vs-swimming_pool_water,warm,2.0,17.0,0.128328268952897,0.12390444607914641,0.22016829387231843,,,1.0,,,,,0.5275989910956381,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",c34d5ecf30a43cef,a,38.0,55 degrees Celsius,55.0
swimming-pool water,0,temperature,1.1611945031385227,hot,3.0,1.97743549961227,temp-v1_2-p055-bath_water-vs-swimming_pool_water,warm,2.0,28.0,0.1125361060184643,0.08741232135968532,0.2899200330088842,,,1.0,,,,,0.5101315396129661,,,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 55 degrees Celsius feels",daac4377e14cb7cb,b,27.0,55 degrees Celsius,55.0
freshly served tea,1,temperature,1.1250807676326624,cold,0.0,0.7587382116536917,temp-v1_2-p055-freshly_served_tea-vs-swimming_pool_water,cold,0.0,-25.0,0.45681425222831507,0.3767860657161009,0.049152781826422874,,,0.9999999999999999,,,,,0.11724690022916101,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",afc6001d1ade617a,a,80.0,55 degrees Celsius,55.0
swimming-pool water,0,temperature,1.1611945031385227,hot,3.0,1.97743549961227,temp-v1_2-p055-freshly_served_tea-vs-swimming_pool_water,warm,2.0,28.0,0.1125361060184643,0.08741232135968532,0.2899200330088842,,,1.0,,,,,0.5101315396129661,,,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 55 degrees Celsius feels",daac4377e14cb7cb,b,27.0,55 degrees Celsius,55.0
swimming-pool water,0,temperature,1.1611945031385227,hot,3.0,1.97743549961227,temp-v1_2-p055-swimming_pool_water-vs-heated_oven_air,warm,2.0,28.0,0.1125361060184643,0.08741232135968532,0.2899200330088842,,,1.0,,,,,0.5101315396129661,,,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 55 degrees Celsius feels",daac4377e14cb7cb,a,27.0,55 degrees Celsius,55.0
heated oven air,1,temperature,1.2120168837654108,cold,0.0,0.8771487621117307,temp-v1_2-p055-swimming_pool_water-vs-heated_oven_air,cold,0.0,-125.0,0.4394867876974474,0.34066069980250013,0.09678303730912556,,,1.0,,,,,0.12306947519092692,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",991abf4a1ce6d0d8,b,180.0,55 degrees Celsius,55.0
bath water,1,temperature,1.1927729938675278,warm,2.0,1.839607309887378,temp-v1_2-p055-bath_water-vs-freshly_served_tea,warm,2.0,17.0,0.128328268952897,0.12390444607914641,0.22016829387231843,,,1.0,,,,,0.5275989910956381,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",c34d5ecf30a43cef,a,38.0,55 degrees Celsius,55.0
freshly served tea,1,temperature,1.1250807676326624,cold,0.0,0.7587382116536917,temp-v1_2-p055-bath_water-vs-freshly_served_tea,cold,0.0,-25.0,0.45681425222831507,0.3767860657161009,0.049152781826422874,,,0.9999999999999999,,,,,0.11724690022916101,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 55 degrees Celsius feels",afc6001d1ade617a,b,80.0,55 degrees Celsius,55.0
heated oven air,1,temperature,1.2120168837654108,cold,0.0,0.8771487621117307,temp-v1_2-p055-heated_oven_air-vs-bath_water,cold,0.0,-125.0,0.4394867876974474,0.34066069980250013,0.09678303730912556,,,1.0,,,,,0.12306947519092692,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 55 degrees Celsius feels",991abf4a1ce6d0d8,a,180.0,55 degrees Celsius,55.0
bath water,1,temperature,1.1927729938675278,warm,2.0,1.839607309887378,temp-v1_2-p055-heated_oven_air-vs-bath_water,warm,2.0,17.0,0.128328268952897,0.12390444607914641,0.22016829387231843,,,1.0,,,,,0.5275989910956381,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 55 degrees Celsius feels",c34d5ecf30a43cef,b,38.0,55 degrees Celsius,55.0
freezer air,0,temperature,0.8960870539704634,hot,3.0,1.8386221240256984,temp-v1_2-p085-freezer_air-vs-freshly_served_tea,warm,2.0,103.0,0.10345119423672682,0.06604460709603449,0.11156911959518644,,,1.0,,,,,0.7189350790720522,,,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 85 degrees Celsius feels",29b39cd330b601f4,a,-18.0,85 degrees Celsius,85.0
freshly served tea,0,temperature,1.0429143057239636,warm,2.0,2.323073302928831,temp-v1_2-p085-freezer_air-vs-freshly_served_tea,hot,3.0,5.0,0.0612746726715796,0.05401543623824511,0.4996380845102352,,,1.0,,,,,0.3850718065799401,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",ae06cc763c47dd5a,b,80.0,85 degrees Celsius,85.0
freezer air,0,temperature,0.8960870539704634,hot,3.0,1.8386221240256984,temp-v1_2-p085-freezer_air-vs-heated_oven_air,warm,2.0,103.0,0.10345119423672682,0.06604460709603449,0.11156911959518644,,,1.0,,,,,0.7189350790720522,,,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 85 degrees Celsius feels",29b39cd330b601f4,a,-18.0,85 degrees Celsius,85.0
heated oven air,0,temperature,1.3400069327638495,cold,0.0,1.6859865050552851,temp-v1_2-p085-freezer_air-vs-heated_oven_air,cool,1.0,-95.0,0.1344141242817069,0.3304224546574656,0.2852372082761644,,,0.9999999999999999,,,,,0.24992621278466304,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",80b8d8b87c9d65c8,b,180.0,85 degrees Celsius,85.0
freshly served tea,0,temperature,1.0429143057239636,warm,2.0,2.323073302928831,temp-v1_2-p085-freshly_served_tea-vs-room_air,hot,3.0,5.0,0.0612746726715796,0.05401543623824511,0.4996380845102352,,,1.0,,,,,0.3850718065799401,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",ae06cc763c47dd5a,a,80.0,85 degrees Celsius,85.0
room air,1,temperature,1.0950157352108092,hot,3.0,2.2851266828550445,temp-v1_2-p085-freshly_served_tea-vs-room_air,hot,3.0,64.0,0.032110942215728924,0.12882369257683576,0.4781722598633384,,,1.0,,,,,0.36089310534409685,,,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 85 degrees Celsius feels",bc9b39da98b8f298,b,21.0,85 degrees Celsius,85.0
room air,1,temperature,1.0950157352108092,hot,3.0,2.2851266828550445,temp-v1_2-p085-room_air-vs-heated_oven_air,hot,3.0,64.0,0.032110942215728924,0.12882369257683576,0.4781722598633384,,,1.0,,,,,0.36089310534409685,,,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 85 degrees Celsius feels",bc9b39da98b8f298,a,21.0,85 degrees Celsius,85.0
heated oven air,0,temperature,1.3400069327638495,cold,0.0,1.6859865050552851,temp-v1_2-p085-room_air-vs-heated_oven_air,cool,1.0,-95.0,0.1344141242817069,0.3304224546574656,0.2852372082761644,,,0.9999999999999999,,,,,0.24992621278466304,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",80b8d8b87c9d65c8,b,180.0,85 degrees Celsius,85.0
swimming-pool water,1,temperature,0.947807427042761,hot,3.0,2.431789828855622,temp-v1_2-p085-swimming_pool_water-vs-freshly_served_tea,hot,3.0,58.0,0.029480645650801975,0.04652779903433093,0.537278919191557,,,1.0,,,,,0.3867126361233101,,,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 85 degrees Celsius feels",8b3029de2cd98cda,a,27.0,85 degrees Celsius,85.0
freshly served tea,0,temperature,1.0429143057239636,warm,2.0,2.323073302928831,temp-v1_2-p085-swimming_pool_water-vs-freshly_served_tea,hot,3.0,5.0,0.0612746726715796,0.05401543623824511,0.4996380845102352,,,1.0,,,,,0.3850718065799401,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",ae06cc763c47dd5a,b,80.0,85 degrees Celsius,85.0
swimming-pool water,1,temperature,0.947807427042761,hot,3.0,2.431789828855622,temp-v1_2-p085-swimming_pool_water-vs-heated_oven_air,hot,3.0,58.0,0.029480645650801975,0.04652779903433093,0.537278919191557,,,1.0,,,,,0.3867126361233101,,,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 85 degrees Celsius feels",8b3029de2cd98cda,a,27.0,85 degrees Celsius,85.0
heated oven air,0,temperature,1.3400069327638495,cold,0.0,1.6859865050552851,temp-v1_2-p085-swimming_pool_water-vs-heated_oven_air,cool,1.0,-95.0,0.1344141242817069,0.3304224546574656,0.2852372082761644,,,0.9999999999999999,,,,,0.24992621278466304,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",80b8d8b87c9d65c8,b,180.0,85 degrees Celsius,85.0
bath water,0,temperature,1.0955882146025835,hot,3.0,2.1227555419547888,temp-v1_2-p085-bath_water-vs-freshly_served_tea,warm,2.0,47.0,0.05584992739876915,0.09729556502889475,0.33175096178122215,,,1.0,,,,,0.5151035457911138,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 85 degrees Celsius feels",c87602ff76477b37,a,38.0,85 degrees Celsius,85.0
freshly served tea,0,temperature,1.0429143057239636,warm,2.0,2.323073302928831,temp-v1_2-p085-bath_water-vs-freshly_served_tea,hot,3.0,5.0,0.0612746726715796,0.05401543623824511,0.4996380845102352,,,1.0,,,,,0.3850718065799401,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",ae06cc763c47dd5a,b,80.0,85 degrees Celsius,85.0
heated oven air,0,temperature,1.3400069327638495,cold,0.0,1.6859865050552851,temp-v1_2-p085-heated_oven_air-vs-bath_water,cool,1.0,-95.0,0.1344141242817069,0.3304224546574656,0.2852372082761644,,,0.9999999999999999,,,,,0.24992621278466304,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",80b8d8b87c9d65c8,a,180.0,85 degrees Celsius,85.0
bath water,0,temperature,1.0955882146025835,hot,3.0,2.1227555419547888,temp-v1_2-p085-heated_oven_air-vs-bath_water,warm,2.0,47.0,0.05584992739876915,0.09729556502889475,0.33175096178122215,,,1.0,,,,,0.5151035457911138,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 85 degrees Celsius feels",c87602ff76477b37,b,38.0,85 degrees Celsius,85.0
heated oven air,0,temperature,1.3400069327638495,cold,0.0,1.6859865050552851,temp-v1_2-p085-heated_oven_air-vs-freshly_served_tea,cool,1.0,-95.0,0.1344141242817069,0.3304224546574656,0.2852372082761644,,,0.9999999999999999,,,,,0.24992621278466304,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 85 degrees Celsius feels",80b8d8b87c9d65c8,a,180.0,85 degrees Celsius,85.0
freshly served tea,0,temperature,1.0429143057239636,warm,2.0,2.323073302928831,temp-v1_2-p085-heated_oven_air-vs-freshly_served_tea,hot,3.0,5.0,0.0612746726715796,0.05401543623824511,0.4996380845102352,,,1.0,,,,,0.3850718065799401,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 85 degrees Celsius feels",ae06cc763c47dd5a,b,80.0,85 degrees Celsius,85.0
heated oven air,1,temperature,1.3258917766886125,cold,0.0,1.1578529149859267,temp-v1_2-p120-heated_oven_air-vs-freezer_air,cold,0.0,-60.0,0.3673624506784635,0.2957258611529637,0.1883036774958174,,,1.0,,,,,0.14860801067275536,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",b98a27a96de81638,a,180.0,120 degrees Celsius,120.0
freezer air,0,temperature,0.8086122546336971,hot,3.0,1.83849592624275,temp-v1_2-p120-heated_oven_air-vs-freezer_air,warm,2.0,138.0,0.11165037239462682,0.03684669678579624,0.09864336781779989,,,1.0,,,,,0.752859563001777,,,"The normal temperature for freezer air is -18 degrees Celsius. Compared only to that -18-degree baseline for freezer air, a temperature of 120 degrees Celsius feels",963d26229a87debc,b,-18.0,120 degrees Celsius,120.0
heated oven air,1,temperature,1.3258917766886125,cold,0.0,1.1578529149859267,temp-v1_2-p120-heated_oven_air-vs-room_air,cold,0.0,-60.0,0.3673624506784635,0.2957258611529637,0.1883036774958174,,,1.0,,,,,0.14860801067275536,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",b98a27a96de81638,a,180.0,120 degrees Celsius,120.0
room air,1,temperature,1.0885840994832876,hot,3.0,2.3289099262676376,temp-v1_2-p120-heated_oven_air-vs-room_air,hot,3.0,99.0,0.06235963255541954,0.10125568700705181,0.554884878385528,,,0.9999999999999999,,,,,0.28149980205200054,,,"The normal temperature for room air is 21 degrees Celsius. Compared only to that 21-degree baseline for room air, a temperature of 120 degrees Celsius feels",e99b27e56f5515f1,b,21.0,120 degrees Celsius,120.0
swimming-pool water,1,temperature,1.1033541725522509,hot,3.0,2.260886762857941,temp-v1_2-p120-swimming_pool_water-vs-heated_oven_air,hot,3.0,93.0,0.08318006926693118,0.06657210949755017,0.49381901088935354,,,0.9999999999999999,,,,,0.356428810346165,,,"The normal temperature for swimming-pool water is 27 degrees Celsius. Compared only to that 27-degree baseline for swimming-pool water, a temperature of 120 degrees Celsius feels",860b781b0e07da07,a,27.0,120 degrees Celsius,120.0
heated oven air,1,temperature,1.3258917766886125,cold,0.0,1.1578529149859267,temp-v1_2-p120-swimming_pool_water-vs-heated_oven_air,cold,0.0,-60.0,0.3673624506784635,0.2957258611529637,0.1883036774958174,,,1.0,,,,,0.14860801067275536,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",b98a27a96de81638,b,180.0,120 degrees Celsius,120.0
heated oven air,1,temperature,1.3258917766886125,cold,0.0,1.1578529149859267,temp-v1_2-p120-heated_oven_air-vs-bath_water,cold,0.0,-60.0,0.3673624506784635,0.2957258611529637,0.1883036774958174,,,1.0,,,,,0.14860801067275536,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",b98a27a96de81638,a,180.0,120 degrees Celsius,120.0
bath water,0,temperature,1.232154197877791,hot,3.0,1.956483539512414,temp-v1_2-p120-heated_oven_air-vs-bath_water,warm,2.0,82.0,0.13827226385858354,0.09943879386416146,0.33246686109374285,,,1.0,,,,,0.42982208118351206,,,"The normal temperature for bath water is 38 degrees Celsius. Compared only to that 38-degree baseline for bath water, a temperature of 120 degrees Celsius feels",ccb130fb2426ae54,b,38.0,120 degrees Celsius,120.0
freshly served tea,1,temperature,1.2381713170997708,hot,3.0,1.6032151017498837,temp-v1_2-p120-freshly_served_tea-vs-heated_oven_air,hot,3.0,40.0,0.35542486878513435,0.0743968007151137,0.38846164003526573,,,1.0,,,,,0.18171669046448638,,,"The normal temperature for freshly served tea is 80 degrees Celsius. Compared only to that 80-degree baseline for freshly served tea, a temperature of 120 degrees Celsius feels",38279d188efed550,a,80.0,120 degrees Celsius,120.0
heated oven air,1,temperature,1.3258917766886125,cold,0.0,1.1578529149859267,temp-v1_2-p120-freshly_served_tea-vs-heated_oven_air,cold,0.0,-60.0,0.3673624506784635,0.2957258611529637,0.1883036774958174,,,1.0,,,,,0.14860801067275536,,,"The normal temperature for heated oven air is 180 degrees Celsius. Compared only to that 180-degree baseline for heated oven air, a temperature of 120 degrees Celsius feels",b98a27a96de81638,b,180.0,120 degrees Celsius,120.0
a house mouse,0,size,0.4319519737263252,tiny,0.0,0.9497432873707374,size-v1_2-p0003-a_house_mouse-vs-an_ant,small,1.0,-1.0986122886681098,,,,0.005738612081416966,0.022942652159587493,1.0,,,0.8866421468073115,0.08467658895168402,,,,"The normal body length for a house mouse is 9 centimeters. Compared only to that 9-centimeter baseline for a house mouse, a body length of 3 centimeters feels",633fbc759510ff40,a,9.0,3 centimeters,3.0
an ant,0,size,1.1883933480692366,huge,3.0,1.3604900382651437,size-v1_2-p0003-a_house_mouse-vs-an_ant,small,1.0,1.0986122886681098,,,,0.0675839771912832,0.3651799622377231,1.0,,,0.42737818221584806,0.13985787835514565,,,,"The normal body length for an ant is 1 centimeters. Compared only to that 1-centimeter baseline for an ant, a body length of 3 centimeters feels",a7a4bd229a52f57a,b,1.0,3 centimeters,3.0
